"City","Region","Population","Country","city_country"
"Moji-Guaçu","São Paulo","148,300","Brazil","Moji-Guaçu, Brazil"
"Montes Claros","Minas Gerais","398,300","Brazil","Montes Claros, Brazil"
"Mossoró","Rio Grande do Norte","291,900","Brazil","Mossoró, Brazil"
"Muriaé","Minas Gerais","107,900","Brazil","Muriaé, Brazil"
"Natal","Rio Grande do Norte","877,700","Brazil","Natal, Brazil"
"Nilópolis","Rio de Janeiro","158,300","Brazil","Nilópolis, Brazil"
"Niterói","Rio de Janeiro","497,900","Brazil","Niterói, Brazil"
"Nossa Senhora do Socorro","Sergipe","179,700","Brazil","Nossa Senhora do Socorro, Brazil"
"Nova Friburgo","Rio de Janeiro","185,100","Brazil","Nova Friburgo, Brazil"
"Nova Iguaçu","Rio de Janeiro","797,400","Brazil","Nova Iguaçu, Brazil"
"Novo Gama","Goiás","108,400","Brazil","Novo Gama, Brazil"
"Nôvo Hamburgo","Rio Grande do Sul","249,100","Brazil","Nôvo Hamburgo, Brazil"
"Olinda","Pernambuco","390,100","Brazil","Olinda, Brazil"
"Osasco","São Paulo","696,400","Brazil","Osasco, Brazil"
"Ourinhos","São Paulo","111,100","Brazil","Ourinhos, Brazil"
"Paço do Lumiar","Maranhão","119,900","Brazil","Paço do Lumiar, Brazil"
"Palhoça","Santa Catarina","161,400","Brazil","Palhoça, Brazil"
"Palmas","Tocantins","279,900","Brazil","Palmas, Brazil"
"Paragominas","Pará","108,500","Brazil","Paragominas, Brazil"
"Paranaguá","Paraná","151,800","Brazil","Paranaguá, Brazil"
"Parauapebas","Pará","196,300","Brazil","Parauapebas, Brazil"
"Parintins","Amazonas","112,700","Brazil","Parintins, Brazil"
"Parnaíba","Piauí","150,200","Brazil","Parnaíba, Brazil"
"Parnamirim","Rio Grande do Norte","248,600","Brazil","Parnamirim, Brazil"
"Passo Fundo","Rio Grande do Sul","197,800","Brazil","Passo Fundo, Brazil"
"Passos","Minas Gerais","113,800","Brazil","Passos, Brazil"
"Patos","Paraíba","107,100","Brazil","Patos, Brazil"
"Patos de Minas","Minas Gerais","149,900","Brazil","Patos de Minas, Brazil"
"Paulínia","São Paulo","100,100","Brazil","Paulínia, Brazil"
"Paulista","Pernambuco","325,600","Brazil","Paulista, Brazil"
"Paulo Afonso","Bahia","119,900","Brazil","Paulo Afonso, Brazil"
"Pelotas","Rio Grande do Sul","343,700","Brazil","Pelotas, Brazil"
"Petrolina","Pernambuco","337,700","Brazil","Petrolina, Brazil"
"Petrópolis","Rio de Janeiro","298,200","Brazil","Petrópolis, Brazil"
"Pindamonhangaba","São Paulo","162,300","Brazil","Pindamonhangaba, Brazil"
"Pinhais","Paraná","128,300","Brazil","Pinhais, Brazil"
"Piracicaba","São Paulo","394,400","Brazil","Piracicaba, Brazil"
"Piraquara","Paraná","106,100","Brazil","Piraquara, Brazil"
"Poà","São Paulo","114,700","Brazil","Poà, Brazil"
"Poços de Caldas","Minas Gerais","164,900","Brazil","Poços de Caldas, Brazil"
"Ponta Grossa","Paraná","341,100","Brazil","Ponta Grossa, Brazil"
"Porto Alegre","Rio Grande do Sul","1,481,000","Brazil","Porto Alegre, Brazil"
"Porto Seguro","Bahia","147,400","Brazil","Porto Seguro, Brazil"
"Porto Velho","Rondônia","511,200","Brazil","Porto Velho, Brazil"
"Pouso Alegre","Minas Gerais","145,500","Brazil","Pouso Alegre, Brazil"
"Praia Grande","São Paulo","304,700","Brazil","Praia Grande, Brazil"
"Presidente Prudente","São Paulo","223,700","Brazil","Presidente Prudente, Brazil"
"Queimados","Rio de Janeiro","144,500","Brazil","Queimados, Brazil"
"Recife","Pernambuco","1,625,600","Brazil","Recife, Brazil"
"Resende","Rio de Janeiro","126,100","Brazil","Resende, Brazil"
"Ribeirao das Neves","Minas Gerais","325,800","Brazil","Ribeirao das Neves, Brazil"
"Ribeirao Pires","São Paulo","121,100","Brazil","Ribeirao Pires, Brazil"
"Ribeirao Prêto","São Paulo","674,400","Brazil","Ribeirao Prêto, Brazil"
"Rio Branco","Acre","377,100","Brazil","Rio Branco, Brazil"
"Rio Claro","São Paulo","201,500","Brazil","Rio Claro, Brazil"
"Rio das Ostras","Rio de Janeiro","136,600","Brazil","Rio das Ostras, Brazil"
"Rio de Janeiro","Rio de Janeiro","6,498,800","Brazil","Rio de Janeiro, Brazil"
"Rio Grande","Rio Grande do Sul","208,600","Brazil","Rio Grande, Brazil"
"Rio Verde","Goiás","212,200","Brazil","Rio Verde, Brazil"
"Rondonópolis","Mato Grosso","218,900","Brazil","Rondonópolis, Brazil"
"Sabára","Minas Gerais","135,200","Brazil","Sabára, Brazil"
"Salto","São Paulo","115,200","Brazil","Salto, Brazil"
"Salvador","Bahia","2,938,100","Brazil","Salvador, Brazil"
"Santa Bárbara D'Oeste","São Paulo","191,000","Brazil","Santa Bárbara D'Oeste, Brazil"
"Santa Cruz do Capibaribe","Pernambuco","103,700","Brazil","Santa Cruz do Capibaribe, Brazil"
"Santa Cruz do Sul","Rio Grande do Sul","126,800","Brazil","Santa Cruz do Sul, Brazil"
"Santa Luzia","Minas Gerais","217,600","Brazil","Santa Luzia, Brazil"
"Santa Maria","Rio Grande do Sul","277,300","Brazil","Santa Maria, Brazil"
"Santa Rita","Paraíba","135,900","Brazil","Santa Rita, Brazil"
"Santana","Amapá","113,900","Brazil","Santana, Brazil"
"Santana de Parnaíba","São Paulo","129,300","Brazil","Santana de Parnaíba, Brazil"
"Santarém","Pará","294,500","Brazil","Santarém, Brazil"
"Santo André","São Paulo","712,700","Brazil","Santo André, Brazil"
"Santo Antônio de Jesus","Bahia","102,500","Brazil","Santo Antônio de Jesus, Brazil"
"Santos","São Paulo","434,400","Brazil","Santos, Brazil"
"São Bernardo do Campo","São Paulo","822,200","Brazil","São Bernardo do Campo, Brazil"
"São Caetano do Sul","São Paulo","158,800","Brazil","São Caetano do Sul, Brazil"
"São Carlos","São Paulo","243,800","Brazil","São Carlos, Brazil"
"São Gonçalo","Rio de Janeiro","1,044,100","Brazil","São Gonçalo, Brazil"
"São Joao de Meriti","Rio de Janeiro","460,500","Brazil","São Joao de Meriti, Brazil"
"São José","Santa Catarina","236,000","Brazil","São José, Brazil"
"São José de Ribamar","Maranhão","176,000","Brazil","São José de Ribamar, Brazil"
"São José do Rio Preto","São Paulo","446,700","Brazil","São José do Rio Preto, Brazil"
"São José dos Campos","São Paulo","696,000","Brazil","São José dos Campos, Brazil"
"São José dos Pinhais","Paraná","302,800","Brazil","São José dos Pinhais, Brazil"
"São Leopoldo","Rio Grande do Sul","229,700","Brazil","São Leopoldo, Brazil"
"São Lourenço da Mata","Pernambuco","111,200","Brazil","São Lourenço da Mata, Brazil"
"São Luís","Maranhão","1,082,900","Brazil","São Luís, Brazil"
"São Mateus","Espírito Santo","126,400","Brazil","São Mateus, Brazil"
"São Paulo","São Paulo","12,038,200","Brazil","São Paulo, Brazil"
"São Vicente","São Paulo","358,000","Brazil","São Vicente, Brazil"
"Sapucaia do Sul","Rio Grande do Sul","138,900","Brazil","Sapucaia do Sul, Brazil"
"Senador Canedo","Goiás","102,900","Brazil","Senador Canedo, Brazil"
"Serra","Espírito Santo","494,100","Brazil","Serra, Brazil"
"Sertãozinho","São Paulo","121,400","Brazil","Sertãozinho, Brazil"
"Sete Lagoas","Minas Gerais","234,200","Brazil","Sete Lagoas, Brazil"
"Simoes Filho","Bahia","134,700","Brazil","Simoes Filho, Brazil"
"Sinop","Mato Grosso","132,900","Brazil","Sinop, Brazil"
"Sobral","Ceará","203,700","Brazil","Sobral, Brazil"
"Sorocaba","São Paulo","652,500","Brazil","Sorocaba, Brazil"
"Sumaré","São Paulo","269,500","Brazil","Sumaré, Brazil"
"Suzano","São Paulo","288,100","Brazil","Suzano, Brazil"
"Taboao da Serra","São Paulo","275,900","Brazil","Taboao da Serra, Brazil"
"Tailândia","Pará","100,300","Brazil","Tailândia, Brazil"
"Tatuí","São Paulo","117,800","Brazil","Tatuí, Brazil"
"Taubaté","São Paulo","305,200","Brazil","Taubaté, Brazil"
"Teixeira de Freitas","Bahia","159,800","Brazil","Teixeira de Freitas, Brazil"
"Teófilo Otoni","Minas Gerais","141,500","Brazil","Teófilo Otoni, Brazil"
"Teresina","Piauí","847,400","Brazil","Teresina, Brazil"
"Teresópolis","Rio de Janeiro","174,600","Brazil","Teresópolis, Brazil"
"Timon","Maranhão","166,300","Brazil","Timon, Brazil"
"Toledo","Paraná","133,800","Brazil","Toledo, Brazil"
"Três Lagoas","Mato Grosso do Sul","115,600","Brazil","Três Lagoas, Brazil"
"Trindade","Goiás","119,400","Brazil","Trindade, Brazil"
"Tubarão","Santa Catarina","103,700","Brazil","Tubarão, Brazil"
"Tucuruí","Pará","108,900","Brazil","Tucuruí, Brazil"
"Ubá","Minas Gerais","112,200","Brazil","Ubá, Brazil"
"Uberaba","Minas Gerais","325,300","Brazil","Uberaba, Brazil"
"Uberlândia","Minas Gerais","669,700","Brazil","Uberlândia, Brazil"
"Umuarama","Paraná","109,100","Brazil","Umuarama, Brazil"
"Uruguaiana","Rio Grande do Sul","129,700","Brazil","Uruguaiana, Brazil"
"Valinhos","São Paulo","122,200","Brazil","Valinhos, Brazil"
"Valparaíso de Goiás","Goiás","156,400","Brazil","Valparaíso de Goiás, Brazil"
"Varginha","Minas Gerais","133,400","Brazil","Varginha, Brazil"
"Varzea Grande","Mato Grosso","271,300","Brazil","Varzea Grande, Brazil"
"Varzea Paulista","São Paulo","117,800","Brazil","Varzea Paulista, Brazil"
"Vespasiano","Minas Gerais","120,500","Brazil","Vespasiano, Brazil"
"Viamao","Rio Grande do Sul","252,900","Brazil","Viamao, Brazil"
"Vila Velha","Espírito Santo","479,700","Brazil","Vila Velha, Brazil"
"Vitória","Espírito Santo","359,600","Brazil","Vitória, Brazil"
"Vitória da Conquista","Bahia","346,100","Brazil","Vitória da Conquista, Brazil"
"Vitória de Santo Antao","Pernambuco","136,700","Brazil","Vitória de Santo Antao, Brazil"
"Volta Redonda","Rio de Janeiro","263,700","Brazil","Volta Redonda, Brazil"
"Votorantim","São Paulo","118,900","Brazil","Votorantim, Brazil"
"Bandar Seri Begawan","Brunei Muara","266,682","Brunei","Bandar Seri Begawan, Brunei"
"Burgas","Burgas","194,993","Bulgaria","Burgas, Bulgaria"
"Pleven","Pleven","110,843","Bulgaria","Pleven, Bulgaria"
"Plovdiv","Plovdiv","321,824","Bulgaria","Plovdiv, Bulgaria"
"Ruse","Ruse","139,226","Bulgaria","Ruse, Bulgaria"
"Sliven","Sliven","111,392","Bulgaria","Sliven, Bulgaria"
"Sofia","Sofia City","1,280,334","Bulgaria","Sofia, Bulgaria"
"Stara Zagora","Stara Zagora","142,746","Bulgaria","Stara Zagora, Bulgaria"
"Varna","Varna","319,900","Bulgaria","Varna, Bulgaria"
"Banfora","Cascades","117,200","Burkina_Faso","Banfora, Burkina_Faso"
"Bobo Dioulasso","Hauts-Bassins","903,800","Burkina_Faso","Bobo Dioulasso, Burkina_Faso"
"Kaya","Centre-Nord","122,900","Burkina_Faso","Kaya, Burkina_Faso"
"Koudougou","Centre-Ouest","160,200","Burkina_Faso","Koudougou, Burkina_Faso"
"Ouagadougou","Centre","2,453,400","Burkina_Faso","Ouagadougou, Burkina_Faso"
"Ouahigouya","Nord","124,500","Burkina_Faso","Ouahigouya, Burkina_Faso"
"Bujumbura","Bujumbura Mairie","497,166","Burundi","Bujumbura, Burundi"
"Bat Dambang","Battambang","150,444","Cambodia","Bat Dambang, Cambodia"
"Phnom Penh","Phnom Penh","1,573,544","Cambodia","Phnom Penh, Cambodia"
"Sihanoukville","Preah Sihanouk","156,691","Cambodia","Sihanoukville, Cambodia"
"Siem Reap","Siem Reap","139,458","Cambodia","Siem Reap, Cambodia"
"Bafoussam","West","301,900","Cameroon","Bafoussam, Cameroon"
"Bamenda","Northwest","348,800","Cameroon","Bamenda, Cameroon"
"Buea","Southwest","119,000","Cameroon","Buea, Cameroon"
"Douala","Littoral","2,446,900","Cameroon","Douala, Cameroon"
"Garoua","North","296,900","Cameroon","Garoua, Cameroon"
"Kumba","Southwest","173,000","Cameroon","Kumba, Cameroon"
"Maroua","Far North","239,000","Cameroon","Maroua, Cameroon"
"Ngaoundéré","Adamawa","195,600","Cameroon","Ngaoundéré, Cameroon"
"Nkongsamba","Littoral","111,100","Cameroon","Nkongsamba, Cameroon"
"Yaoundé","Centre","2,440,100","Cameroon","Yaoundé, Cameroon"
"Toronto","Ontario","2,794,356","Canada","Toronto, Canada"
"Montreal","Quebec","1,762,949","Canada","Montreal, Canada"
"Calgary","Alberta","1,306,784","Canada","Calgary, Canada"
"Ottawa","Ontario","1,017,449","Canada","Ottawa, Canada"
"Edmonton","Alberta","1,010,899","Canada","Edmonton, Canada"
"Winnipeg","Manitoba","749,607","Canada","Winnipeg, Canada"
"Mississauga","Ontario","717,961","Canada","Mississauga, Canada"
"Vancouver","British Columbia","662,248","Canada","Vancouver, Canada"
"Brampton","Ontario","656,480","Canada","Brampton, Canada"
"Hamilton","Ontario","569,353","Canada","Hamilton, Canada"
"Surrey","British Columbia","568,322","Canada","Surrey, Canada"
"Quebec City","Quebec","549,459","Canada","Quebec City, Canada"
"Laval","Quebec","438,366","Canada","Laval, Canada"
"London","Ontario","422,324","Canada","London, Canada"
"Halifax","Nova Scotia","348,634","Canada","Halifax, Canada"
"Markham","Ontario","338,503","Canada","Markham, Canada"
"Vaughan","Ontario","323,103","Canada","Vaughan, Canada"
"Gatineau","Quebec","291,041","Canada","Gatineau, Canada"
"Saskatoon","Saskatchewan","266,141","Canada","Saskatoon, Canada"
"Kitchener","Ontario","256,885","Canada","Kitchener, Canada"
"Longueuil","Quebec","254,483","Canada","Longueuil, Canada"
"Burnaby","British Columbia","249,125","Canada","Burnaby, Canada"
"Windsor","Ontario","229,660","Canada","Windsor, Canada"
"Regina","Saskatchewan","226,404","Canada","Regina, Canada"
"Oakville","Ontario","213,759","Canada","Oakville, Canada"
"Richmond","British Columbia","209,937","Canada","Richmond, Canada"
"Richmond Hill","Ontario","202,022","Canada","Richmond Hill, Canada"
"Burlington","Ontario","186,948","Canada","Burlington, Canada"
"Oshawa","Ontario","175,383","Canada","Oshawa, Canada"
"Sherbrooke","Quebec","172,950","Canada","Sherbrooke, Canada"
"Greater Sudbury","Ontario","166,004","Canada","Greater Sudbury, Canada"
"Abbotsford","British Columbia","153,524","Canada","Abbotsford, Canada"
"Lévis","Quebec","149,683","Canada","Lévis, Canada"
"Coquitlam","British Columbia","148,625","Canada","Coquitlam, Canada"
"Barrie","Ontario","147,829","Canada","Barrie, Canada"
"Saguenay","Quebec","144,723","Canada","Saguenay, Canada"
"Kelowna","British Columbia","144,576","Canada","Kelowna, Canada"
"Guelph","Ontario","143,740","Canada","Guelph, Canada"
"Trois-Rivières","Quebec","139,163","Canada","Trois-Rivières, Canada"
"Whitby","Ontario","138,501","Canada","Whitby, Canada"
"Cambridge","Ontario","138,479","Canada","Cambridge, Canada"
"St. Catharines","Ontario","136,803","Canada","St. Catharines, Canada"
"Milton","Ontario","132,979","Canada","Milton, Canada"
"Langley","British Columbia","132,603","Canada","Langley, Canada"
"Kingston","Ontario","132,485","Canada","Kingston, Canada"
"Ajax","Ontario","126,666","Canada","Ajax, Canada"
"Waterloo","Ontario","121,436","Canada","Waterloo, Canada"
"Terrebonne","Quebec","119,944","Canada","Terrebonne, Canada"
"Saanich","British Columbia","117,735","Canada","Saanich, Canada"
"St. John's","Newfoundland and Labrador","110,525","Canada","St. John's, Canada"
"Thunder Bay","Ontario","108,843","Canada","Thunder Bay, Canada"
"Delta","British Columbia","108,455","Canada","Delta, Canada"
"Brantford","Ontario","104,688","Canada","Brantford, Canada"
"Chatham-Kent","Ontario","103,988","Canada","Chatham-Kent, Canada"
"Clarington","Ontario","101,427","Canada","Clarington, Canada"
"Red Deer","Alberta","100,844","Canada","Red Deer, Canada"
"Praia","Praia","137,868","Cape_Verde","Praia, Cape_Verde"
"Bangui","Bangui","812,407","Central_African_Republic","Bangui, Central_African_Republic"
"Bimbo","Bangui","348,802","Central_African_Republic","Bimbo, Central_African_Republic"
"Bégoua","Bangui","264,067","Central_African_Republic","Bégoua, Central_African_Republic"
"Carnot","Mambéré","129,032","Central_African_Republic","Carnot, Central_African_Republic"
"Berbérati","Mambéré-Kadéï","103,713","Central_African_Republic","Berbérati, Central_African_Republic"
"N'Djamena","N'Djamena (capital)","1,592,324","Chad","N'Djamena, Chad"
"Moundou","Logone Occidental","142,462","Chad","Moundou, Chad"
"Alto Hospicio","Tarapacá","118,400","Chile","Alto Hospicio, Chile"
"Antofagasta","Antofagasta","382,800","Chile","Antofagasta, Chile"
"Arica","Arica y Parinacota","225,800","Chile","Arica, Chile"
"Calama","Antofagasta","177,600","Chile","Calama, Chile"
"Chiguayante","Biobío","100,200","Chile","Chiguayante, Chile"
"Chillán","Ñuble","159,300","Chile","Chillán, Chile"
"Concepción","Biobío","221,100","Chile","Concepción, Chile"
"Copiapó","Atacama","171,900","Chile","Copiapó, Chile"
"Coquimbo","Coquimbo","212,200","Chile","Coquimbo, Chile"
"Coronel","Biobío","108,800","Chile","Coronel, Chile"
"Curicó","Maule","103,200","Chile","Curicó, Chile"
"Iquique","Tarapacá","195,500","Chile","Iquique, Chile"
"La Serena","Coquimbo","202,100","Chile","La Serena, Chile"
"Los Ángeles","Biobío","128,800","Chile","Los Ángeles, Chile"
"Osorno","Los Lagos","139,700","Chile","Osorno, Chile"
"Puente Alto","Santiago Metropolitan","617,900","Chile","Puente Alto, Chile"
"Puerto Montt","Los Lagos","210,000","Chile","Puerto Montt, Chile"
"Punta Arenas","Magallanes y Antártica Chilena","123,700","Chile","Punta Arenas, Chile"
"Quilpué","Valparaíso","169,300","Chile","Quilpué, Chile"
"Rancagua","O'Higgins","225,000","Chile","Rancagua, Chile"
"San Bernardo","Santiago Metropolitan","293,400","Chile","San Bernardo, Chile"
"San Pedro de la Paz","Biobío","134,700","Chile","San Pedro de la Paz, Chile"
"Santiago","Santiago Metropolitan","5,561,300","Chile","Santiago, Chile"
"Talca","Maule","205,100","Chile","Talca, Chile"
"Talcahuano","Biobío","101,300","Chile","Talcahuano, Chile"
"Temuco","Araucanía","225,700","Chile","Temuco, Chile"
"Valdivia","Los Ríos","142,700","Chile","Valdivia, Chile"
"Valparaíso","Valparaíso","294,900","Chile","Valparaíso, Chile"
"Villa Alemana","Valparaíso","141,000","Chile","Villa Alemana, Chile"
"Viña del Mar","Valparaíso","310,200","Chile","Viña del Mar, Chile"
"Anshan","Liaoning","1,505,000","China","Anshan, China"
"Anyang","Henan","908,100","China","Anyang, China"
"Baoding","Hebei","1,257,800","China","Baoding, China"
"Baoji","Shaanxi","871,900","China","Baoji, China"
"Baotou","Inner Mongolia","1,900,400","China","Baotou, China"
"Beijing","Beijing","16,704,300","China","Beijing, China"
"Bengbu","Anhui","793,900","China","Bengbu, China"
"Benxi","Liaoning","1,000,100","China","Benxi, China"
"Bozhou","Anhui","474,300","China","Bozhou, China"
"Changchun","Jilin","3,411,200","China","Changchun, China"
"Changde","Hunan","848,300","China","Changde, China"
"Changsha","Hunan","3,193,400","China","Changsha, China"
"Changshu","Jiangsu","929,100","China","Changshu, China"
"Changzhi","Shanxi","848,200","China","Changzhi, China"
"Changzhou","Jiangsu","2,257,400","China","Changzhou, China"
"Chaozhou","Guangdong","1,256,300","China","Chaozhou, China"
"Chengdu","Sichuan","7,823,800","China","Chengdu, China"
"Chifeng","Inner Mongolia","902,300","China","Chifeng, China"
"Chongqing","Chongqing","6,263,800","China","Chongqing, China"
"Cixi","Zhejiang","1,059,900","China","Cixi, China"
"Dalian","Liaoning","3,902,500","China","Dalian, China"
"Dandong","Liaoning","775,800","China","Dandong, China"
"Daqing","Heilongjiang","1,433,700","China","Daqing, China"
"Datong","Shanxi","1,420,500","China","Datong, China"
"Dazhou","Sichuan","678,700","China","Dazhou, China"
"Dongguan","Guangdong","7,271,300","China","Dongguan, China"
"Dongying","Shandong","773,500","China","Dongying, China"
"Foshan","Guangdong","6,771,900","China","Foshan, China"
"Fuling","Chongqing","595,200","China","Fuling, China"
"Fuqing","Fujian","470,800","China","Fuqing, China"
"Fushun","Liaoning","1,318,800","China","Fushun, China"
"Fuxin","Liaoning","750,300","China","Fuxin, China"
"Fuyang","Anhui","780,500","China","Fuyang, China"
"Fuzhou","Fujian","3,102,400","China","Fuzhou, China"
"Ganzhou","Jiangxi","1,035,900","China","Ganzhou, China"
